"CLE_PRODUIT";"PRNOM";"LIBELLE_DCI";"CODEUD";"LIBELUD"
5341;"ROVAMYCINE 1.5 M_iu, cpr";"SPIRAMYCINE";"cpr";"comprimé(s)"
5342;"ROVAMYCINE 1.5 M_iu, lyophilisat pr sol inj";"SPIRAMYCINE";"flac";"flacon(s)"
5344;"ROXITHROMYCINE 150 mg EG, cpr";"ROXITHROMYCINE";"cpr";"comprimé(s)"
36489;"ROXITHROMYCINE 100 mg TEVA, cpr";"ROXITHROMYCINE";"cpr";"comprimé(s)"
7577;"CLARITHROMYCINE 250 mg EG, cpr";"CLARITHROMYCINE";"cpr";"comprimé(s)"
7578;"CLARITHROMYCINE 500 mg EG, cpr";"CLARITHROMYCINE";"cpr";"comprimé(s)"
11182;"ZECLAR 50 mg/mL, granulés pr susp buv, flac 60 mL";"CLARITHROMYCINE";"dose_kg";"dose-kg"
24497;"ZECLAR 0.5 g, pdr pr sol à diluer pr perf";"CLARITHROMYCINE";"flac";"flacon(s)"
6621;"TOBI 300 mg/5 mL, sol pr inhal par nébu, amp";"TOBRAMYCINE";"amp";"ampoule(s)"
9637;"NEBCINE 75 mg/1.5 mL, sol inj, flac";"TOBRAMYCINE";"flac";"flacon(s)"
3295;"GENTAMICINE 10 mg/1 mL PANPHARMA, sol inj, amp";"GENTAMICINE";"amp";"ampoule(s)"
3296;"GENTAMICINE 40 mg/2 mL PANPHARMA, sol inj, amp";"GENTAMICINE";"amp";"ampoule(s)"
3297;"GENTAMICINE 80 mg/2 mL PANPHARMA, sol inj, amp";"GENTAMICINE";"amp";"ampoule(s)"
333;"AMIKACINE 50 mg/1 mL VIATRIS, sol inj, amp";"AMIKACINE";"amp";"ampoule(s)"
334;"AMIKACINE 250 mg VIATRIS, pdr pr sol inj";"AMIKACINE";"flac";"flacon(s)"
335;"AMIKACINE 500 mg VIATRIS, pdr pr sol inj";"AMIKACINE";"flac";"flacon(s)"
4306;"OFLOXACINE 200 mg ARROW, cpr séc";"OFLOXACINE";"cpr";"comprimé(s)"
4307;"OFLOXACINE 200 mg/40 mL VIATRIS, sol pr perf, poche PVC";"OFLOXACINE";"poche";"poche(s)"
1531;"CIFLOX 500 mg/5 mL, granulés et solv pr susp buv, flac & flac";"CIPROFLOXACINE";"c_mes";"cuillère(s) mesure(s)"
1541;"CIPROFLOXACINE 500 mg ARROW, cpr séc";"CIPROFLOXACINE";"cpr";"comprimé(s)"
1540;"CIPROFLOXACINE 200 mg/100 mL PANPHARMA, sol pr perf, poche";"CIPROFLOXACINE";"poche";"poche(s)"
510;"AZACTAM 1 g, pdr et sol pr sol inj";"AZTREONAM";"flac";"flacon(s)"
6504;"IMIPENEM CILASTATINE 500 mg/500 mg VIATRIS, pdr pr sol pr perf";"IMIPENEME ET INHIBITEUR D'ENZYME";"flac";"flacon(s)"
68;"ADIAZINE 500 mg, cpr";"SULFADIAZINE";"cpr";"comprimé(s)"
523;"BACTRIM FORTE, cpr";"SULFAMETHOXAZOLE ET TRIMETHOPRIME";"cpr";"comprimé(s)"
524;"BACTRIM 40 mg/8 mg/mL, susp buv, flac 100 mL";"SULFAMETHOXAZOLE ET TRIMETHOPRIME";"c_mes";"cuillère(s) mesure(s)"
525;"BACTRIM, sol inj pr perf, amp 5 mL";"SULFAMETHOXAZOLE ET TRIMETHOPRIME";"amp";"ampoule(s)"
10991;"BACTRIM, cpr séc";"SULFAMETHOXAZOLE ET TRIMETHOPRIME";"cpr";"comprimé(s)"
6368;"PIPERACILLINE TAZOBACTAM 4 g/0.5 g VIATRIS, pdr pr sol pr perf";"PIPERACILLINE ET INHIBITEUR D'ENZYME";"flac";"flacon(s)"
1422;"CEFOXITINE 1 g PANPHARMA, pdr pr sol inj, IV";"CEFOXITINE";"flac";"flacon(s)"
20603;"CEFUROXIME 750 mg VIATRIS, pdr pr sol inj et susp inj, IM IV";"CEFUROXIME";"flac";"flacon(s)"
25786;"ALFATIL 125 mg/5 mL, pdr pr susp buv, flac 60 mL";"CEFACLOR";"flac";"flacon(s)"
36520;"CEFADROXIL 500 mg BIOGARAN, gélule";"CEFADROXIL";"gel";"gélule(s)"
3109;"CEFTAZIDIME 250 mg VIATRIS, nour et enf, pdr pr sol inj, IM IV";"CEFTAZIDIME";"flac";"flacon(s)"
3107;"CEFTAZIDIME 1 g VIATRIS, pdr pr sol inj, IM IV";"CEFTAZIDIME";"flac";"flacon(s)"
3108;"CEFTAZIDIME 2 g VIATRIS, pdr pr sol inj, IV";"CEFTAZIDIME";"flac";"flacon(s)"
6868;"FER 100 mg/5 mL VIATRIS, sol à diluer pr perf, amp";"FER TRIVALENT, PREPARATIONS PARENTERALES";"amp";"ampoule(s)"
11781;"FERINJECT 500 mg/10 mL, dispersion inj ou pr perf, flac";"DEXTRIFERRON";"flac";"flacon(s)"
15483;"FERINJECT 100 mg/2 mL, dispersion inj ou pr perf, flac";"DEXTRIFERRON";"flac";"flacon(s)"
10110;"TARDYFERON B9, cpr";"SULFATE FERREUX";"cpr";"comprimé(s)"
7525;"VIT B12, 1 000 ug/4 mL GERDA, sol inj ou buv, IM, amp";"CYANOCOBALAMINE";"amp";"ampoule(s)"
13812;"DODECAVIT 10 mg/2 mL, sol inj, amp";"HYDROXOCOBALAMINE";"amp";"ampoule(s)"
5926;"ACIDE FOLIQUE 5 mg VIATRIS, cpr";"FOLIQUE ACIDE";"cpr";"comprimé(s)"
10674;"ACIDE FOLIQUE 0.4 mg CCD, cpr";"FOLIQUE ACIDE";"cpr";"comprimé(s)"
25294;"CONFIDEX 500 iu/20 mL, pdr et solv pr sol inj, flac & flac + set";"FACTEURS DE COAGULATION IX, II, VII ET X EN ASSOCIATION";"flac";"flacon(s)"
30305;"NOVOEIGHT 1 500 iu/4 mL, pdr et solv pr sol inj, flac & srg";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30302;"NOVOEIGHT 500 iu/4 mL, pdr et solv pr sol inj, flac & srg";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30303;"NOVOEIGHT 1 000 iu/4 mL, pdr et solv pr sol inj, flac & srg";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30260;"ELOCTA 500 iu/3 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
24673;"ELOCTA 2 000 iu/3 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
25231;"ELOCTA 3 000 iu/3 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30336;"ELOCTA 1 000 iu/3 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30306;"NOVOEIGHT 2 000 iu/4 mL, pdr et solv pr sol inj, flac & srg";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
31437;"ELOCTA 750 iu/3 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30695;"AFSTYLA 500 iu/2.5 mL, pdr et solv pr sol inj, flac & flac + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
30692;"AFSTYLA 3 000 iu/5 mL, pdr et solv pr sol inj, flac & flac + set";"FACTEUR VIII DE COAGULATION";"flac";"flacon(s)"
7654;"FEIBA 1 000 u/20 mL, pdr et solv pr sol inj, flac & flac + set BAXJECT II";"COMPLEXE PROTHROMBIQUE ACTIVE";"flac";"flacon(s)"
38957;"ALPROLIX 500 iu/5 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR IX DE COAGULATION";"flac";"flacon(s)"
30020;"ALPROLIX 3 000 iu/5 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR IX DE COAGULATION";"flac";"flacon(s)"
30091;"ALPROLIX 1 000 iu/5 mL, pdr et solv pr sol inj, flac & srg + set";"FACTEUR IX DE COAGULATION";"flac";"flacon(s)"
38782;"IDELVION 3 500 iu/5 mL, pdr et solv pr sol inj, flac & flac + set";"FACTEUR IX DE COAGULATION";"flac";"flacon(s)"
30335;"VONCENTO 500 iu/1 200 iu/5 mL, pdr et solv pr sol inj ou pr perf, flac & flac";"FACTEUR VON WILLEBRAND ET FACTEUR VIII DE COAGULATION EN ASSOCIATION";"flac";"flacon(s)"
29847;"VONCENTO 1 000 iu/2 400 iu/10 mL, pdr et solv pr sol inj ou pr perf, flac & flac";"FACTEUR VON WILLEBRAND ET FACTEUR VIII DE COAGULATION EN ASSOCIATION";"flac";"flacon(s)"
39343;"FIBROGAMMIN 1 250 iu/20 mL, pdr et solv pr sol inj ou pr perf, flac & flac + set";"FACTEUR XIII DE COAGULATION";"flac";"flacon(s)"
7922;"NOVOSEVEN 1 mg/1 mL, pdr et solv pr sol inj, flac & srg";"EPTACOG ALFA (ACTIVE)";"flac";"flacon(s)"
7923;"NOVOSEVEN 2 mg/2 mL, pdr et solv pr sol inj, flac & srg";"EPTACOG ALFA (ACTIVE)";"flac";"flacon(s)"
7924;"NOVOSEVEN 5 mg/5 mL, pdr et solv pr sol inj, flac & srg";"EPTACOG ALFA (ACTIVE)";"flac";"flacon(s)"
6354;"TARDYFERON 80 mg, cpr";"SULFATE FERREUX";"cpr";"comprimé(s)"
19377;"FERROSTRANE 0.68%, sirop, flac 125 mL";"EDETATE DE FER SODIQUE";"c_a_c";"cuillerée(s) à café"
39;"ACTILYSE 10 mg/10 mL, pdr et solv pr sol inj ou pr perf, flac & flac";"ALTEPLASE";"flac";"flacon(s)"
40;"ACTILYSE 20 mg/20 mL, pdr et solv pr sol inj ou pr perf, flac & flac";"ALTEPLASE";"flac";"flacon(s)"
41;"ACTILYSE 50 mg/50 mL, pdr et solv pr sol inj ou pr perf, flac & flac";"ALTEPLASE";"flac";"flacon(s)"
22095;"ACTILYSE 2 mg, pdr pr sol inj ou pr perf";"ALTEPLASE";"flac";"flacon(s)"
44;"ACTOSOLV 100 000 iu, pdr pr sol inj ou pr perf";"UROKINASE";"flac";"flacon(s)"
2929;"EXACYL 1 g, sol buv, amp 10 mL";"TRANEXAMIQUE ACIDE";"amp";"ampoule(s)"
2930;"ACIDE TRANEXAMIQUE 0.5 g/5 mL AGUETTANT, sol inj, amp";"TRANEXAMIQUE ACIDE";"amp";"ampoule(s)"
15589;"ALFALASTIN 4 000 mg/120 mL, pdr et solv pr sol inj, flac & flac";"ALFA 1 ANTITRYPSINE";"flac";"flacon(s)"
24374;"ALFALASTIN 1 000 mg/30 mL, pdr et solv pr sol inj, flac & flac";"ALFA 1 ANTITRYPSINE";"flac";"flacon(s)"
25257;"RESPREEZA 1 000 mg/20 mL, pdr et solv pr sol inj ou pr perf, flac & flac + set";"ALFA 1 ANTITRYPSINE";"flac";"flacon(s)"
29330;"RESPREEZA 4 000 mg/76 mL, pdr et solv pr sol inj ou pr perf, flac & flac + set";"ALFA 1 ANTITRYPSINE";"flac";"flacon(s)"
29331;"RESPREEZA 5 000 mg/95 mL, pdr et solv pr sol inj ou pr perf, flac & flac + set";"ALFA 1 ANTITRYPSINE";"flac";"flacon(s)"
38621;"PROLASTIN 1 000 mg/40 mL, pdr et solv pr sol inj ou pr perf, flac & flac";"ALFA 1 ANTITRYPSINE";"flac";"flacon(s)"
7622;"BERINERT 500 iu/10 mL, pdr et solv pr sol inj ou pr perf, flac & flac + set";"INHIBITEUR C1";"flac";"flacon(s)"
9422;"CLOTTAFACT 1.5 g/100 mL, pdr et solv pr sol inj, flac & flac";"FIBRINOGENE HUMAIN";"flac";"flacon(s)"
29858;"FIBRYGA 1 g/50 mL, pdr et solv pr sol inj ou pr perf, flac & flac + set";"FIBRINOGENE HUMAIN";"flac";"flacon(s)"
6101;"SULFARLEM S 25 mg, cpr";"ANETHOLE TRITHIONE";"cpr";"comprimé(s)"
19290;"AMMONAPS 500 mg, cpr";"PHENYLBUTYRATE SODIQUE";"cpr";"comprimé(s)"
4959;"PREVISCAN 20 mg, cpr quadriséc";"ANTIVITAMINES K";"cpr";"comprimé(s)"
1924;"COUMADINE 5 mg, cpr séc";"WARFARINE";"cpr";"comprimé(s)"
1923;"COUMADINE 2 mg, cpr séc";"WARFARINE";"cpr";"comprimé(s)"
36365;"WARFARIN SODIUM 1 mg/1 mL, susp buv, flac 150 mL";"WARFARINE";"flac";"flacon(s)"
37;"ACLOTINE 1 000 iu/10 mL, pdr et solv pr sol inj, flac & flac + set";"ANTITHROMBINE III";"flac";"flacon(s)"
38;"ACLOTINE 500 iu/5 mL, pdr et solv pr sol inj, flac & flac + set";"ANTITHROMBINE III";"flac";"flacon(s)"
31579;"ATENATIV 1 000 iu/20 mL, pdr et solv pr sol pr perf, flac & flac";"ANTITHROMBINE III";"flac";"flacon(s)"
27107;"ANTITHROMBINE III 500 iu/10 mL BAXALTA, pdr et solv pr sol pr perf, flac & flac + set";"ANTITHROMBINE III";"flac";"flacon(s)"
3115;"INNOHEP 2 500 iu antiXa/0.25 mL, sol inj, srg";"DALTEPARINE";"mL";"millilitre(s)"
4328;"ORGARAN 750 iu antiXa/0.6 mL, sol inj, amp";"DANAPAROIDE";"amp";"ampoule(s)"
11014;"INNOHEP 10 000 iu antiXa/0.5 mL, sol inj, srg";"TINZAPARINE";"ser_prr";"seringue(s) pré-remplie(s)"
11015;"INNOHEP 14 000 iu antiXa/0.7 mL, sol inj, srg";"TINZAPARINE";"ser_prr";"seringue(s) pré-remplie(s)"
11016;"INNOHEP 18 000 iu antiXa/0.9 mL, sol inj, srg";"TINZAPARINE";"ser_prr";"seringue(s) pré-remplie(s)"
36697;"INNOHEP 3 500 iu antiXa/0.35 mL, sol inj, srg";"TINZAPARINE";"ser_prr";"seringue(s) pré-remplie(s)"
36698;"INNOHEP 4 500 iu antiXa/0.45 mL, sol inj, srg";"TINZAPARINE";"ser_prr";"seringue(s) pré-remplie(s)"
4855;"PLAVIX 300 mg, cpr";"CLOPIDOGREL";"cpr";"comprimé(s)"
4856;"CLOPIDOGREL 75 mg ARROW, cpr";"CLOPIDOGREL";"cpr";"comprimé(s)"
3743;"KARDEGIC 75 mg, pdr pr sol buv, sachet";"ACETYLSALICYLIQUE ACIDE";"sachet";"sachet(s)-dose"
3744;"KARDEGIC 160 mg, pdr pr sol buv, sachet";"ACETYLSALICYLIQUE ACIDE";"sachet";"sachet(s)-dose"
31762;"RESITUNE 75 mg, cpr gastro-résistant";"ACETYLSALICYLIQUE ACIDE";"cpr";"comprimé(s)"
4473;"PERSANTINE 10 mg/2 mL, sol inj, amp";"DIPYRIDAMOLE";"amp";"ampoule(s)"
3472;"ILOMEDINE 50 ug/0.5 mL, sol à diluer pr perf, amp";"ILOPROST";"amp";"ampoule(s)"
3481;"NEXPLANON 68 mg, implant";"ETONOGESTREL";"implant";"implant(s)"
8497;"ANDROTARDYL 250 mg/1 mL, sol inj, IM, amp";"TESTOSTERONE";"amp";"ampoule(s)"
13734;"TROPHICREME 0.1%, crème vaginale, tube 30 g";"ESTRIOL";"appln";"application(s)"
9468;"COLPOTROPHINE 1%, crème, tube 30 g";"PROMESTRIENE";"appln";"application(s)"
24537;"COLPOTROPHINE 10 mg, caps vaginale";"PROMESTRIENE";"caps";"capsule(s)"
9456;"UTROGESTAN 200 mg, caps orale ou vaginale";"PROGESTERONE";"caps";"capsule(s)"
16894;"UTROGESTAN 100 mg, caps orale ou vaginale";"PROGESTERONE";"caps";"capsule(s)"
14307;"OPTILOVA 20 ug/100 ug, cpr";"LEVONORGESTREL ET ESTROGENE";"cpr";"comprimé(s)"
14462;"OPTIDRIL 30 ug/150 ug, cpr";"LEVONORGESTREL ET ESTROGENE";"cpr";"comprimé(s)"
11026;"ADENURIC 120 mg, cpr";"FEBUXOSTAT";"cpr";"comprimé(s)"
21822;"FEBUXOSTAT 80 mg MYLAN, cpr";"FEBUXOSTAT";"cpr";"comprimé(s)"
34342;"XEPLION 150 mg/2.25 mL, susp inj à libération prolongée, srg";"PALIPERIDONE";"mL";"millilitre(s)"
15694;"XEPLION 75 mg/1 mL, susp inj à libération prolongée, srg";"PALIPERIDONE";"mL";"millilitre(s)"
32483;"XEPLION 50 mg/0.5 mL, susp inj à libération prolongée, srg";"PALIPERIDONE";"mL";"millilitre(s)"
19770;"XEPLION 100 mg/1 mL, susp inj à libération prolongée, srg";"PALIPERIDONE";"mL";"millilitre(s)"
39334;"PALIPERIDONE 25 mg/0.5 mL BIOGARAN, susp inj à libération prolongée, srg";"PALIPERIDONE";"mL";"millilitre(s)"
20393;"PALONOSETRON 250 ug/5 mL ACCORD, sol inj, flac";"PALONOSETRON";"flac";"flacon(s)"
31111;"ZOSTAVAX, pdr et solv pr susp inj, flac & srg";"ZONA, VIRUS VIVANT ATTENUE";"flac";"flacon(s)"
17846;"TOVIAZ 4 mg, cpr à libération prolongée";"FESOTERODINE";"cpr";"comprimé(s)"
7550;"TETMODIS 25 mg, cpr séc";"TETRABENAZINE";"cpr";"comprimé(s)"
10271;"KINERET 100 mg/0.67 mL, sol inj, srg";"ANAKINRA";"ser";"seringue(s)"
9918;"VICTOZA 6 mg/mL, sol inj, stylo 3 mL";"LIRAGLUTIDE";"stylo_prr";"stylo(s) pré-rempli(s)"
11578;"NPLATE 500 ug, pdr et solv pr sol inj, flac & srg + set";"ROMIPLOSTIME";"flac";"flacon(s)"
11506;"NPLATE 250 ug, pdr et solv pr sol inj, flac & srg + set";"ROMIPLOSTIME";"flac";"flacon(s)"
17306;"FIRMAGON 80 mg, pdr et solv pr sol inj, flac & srg";"DEGARELIX";"flac";"flacon(s)"
15805;"FIRMAGON 120 mg, pdr et solv pr sol inj, flac & srg";"DEGARELIX";"flac";"flacon(s)"
13620;"MOZOBIL 24 mg/1.2 mL, sol inj, flac";"PLERIXAFOR";"flac";"flacon(s)"
26164;"STELARA 130 mg/26 mL, sol à diluer pr perf, flac";"USTEKINUMAB";"flac";"flacon(s)"
16823;"ZEBINIX 800 mg, cpr";"ESLICARBAZEPINE";"cpr";"comprimé(s)"
22798;"REVOLADE 50 mg, cpr";"ELTROMBOPAG";"cpr";"comprimé(s)"
30531;"REVOLADE 25 mg, cpr";"ELTROMBOPAG";"cpr";"comprimé(s)"
34664;"REVOLADE 75 mg, cpr";"ELTROMBOPAG";"cpr";"comprimé(s)"
15596;"RAPISCAN 400 ug/5 mL, sol inj, flac";"REGADENOSON";"flac";"flacon(s)"
11337;"SILODOSINE 8 mg ARROW, gélule";"SILODOSINE";"gel";"gélule(s)"
35327;"SILODOSINE 4 mg ARROW, gélule";"SILODOSINE";"-1";"(sans)"
30090;"XYDALBA 500 mg, pdr pr sol à diluer pr perf";"DALBAVANCINE";"flac";"flacon(s)"
15289;"NIMENRIX, pdr et solv pr sol inj, flac & srg";"MENINGOCOQUES, ANTIGENES POLYSACCHARIDIQUES TRETRAVALENTS PURIFIES CONJUGUES";"ser";"seringue(s)"
27063;"BENDAMUSTINE 25 mg ACCORD, pdr pr sol à diluer pr perf";"BENDAMUSTINE";"flac";"flacon(s)"
24810;"BENDAMUSTINE 100 mg ACCORD, pdr pr sol à diluer pr perf";"BENDAMUSTINE";"flac";"flacon(s)"
31668;"BENDAMUSTINE 180 mg/4 mL REDDY PHARMA, sol à diluer pr perf, flac";"BENDAMUSTINE";"flac";"flacon(s)"
38652;"BENDAMUSTINE 100 mg/4 mL ACCORD, sol à diluer pr perf, flac";"BENDAMUSTINE";"flac";"flacon(s)"
13694;"AFINITOR 5 mg, cpr";"EVEROLIMUS";"cpr";"comprimé(s)"
26847;"VOTRIENT 200 mg, cpr";"PAZOPANIB";"cpr";"comprimé(s)"
13782;"ONBREZ BREEZHALER 150 ug, pdr pr inhal en gélule";"INDACATEROL";"gel";"gélule(s)"
4305;"OFLOCET 1.5 mg/0.5 mL, sol pr instil auriculaire, récipient unidose";"OFLOXACINE";"flac c-gtt";"flacon(s) compte-gouttes"
29367;"PYLERA 140 mg/125 mg/125 mg, gélule";"BISMUTH SUBCITRATE, TETRACYCLINE ET METRONIDAZOLE";"gel";"gélule(s)"
26686;"BRILIQUE 90 mg, cpr orodispersible";"TICAGRELOR";"cpr";"comprimé(s)"
15344;"ELLAONE 30 mg, cpr";"ULIPRISTAL";"cpr";"comprimé(s)"
15706;"ZINFORO 600 mg, pdr pr sol à diluer pr perf";"CEFTAROLINE FOSAMIL";"flac";"flacon(s)"
25252;"PIXUVRI 29 mg, pdr pr sol à diluer pr perf";"PIXANTRONE";"flac";"flacon(s)"
15672;"HALAVEN 0.88 mg/2 mL, sol inj, flac";"ERIBULIN";"flac";"flacon(s)"
33558;"BENLYSTA 120 mg, pdr pr sol à diluer pr perf";"BELIMUMAB";"flac";"flacon(s)"
12389;"GILENYA 0.5 mg, gélule";"FINGOLIMOD";"gel";"gélule(s)"
31567;"NULOJIX 250 mg, pdr pr sol à diluer pr perf";"BETALACEPT";"flac";"flacon(s)"
4249;"LEVONORGESTREL 1.5 mg EG, cpr";"LEVONORGESTREL";"cpr";"comprimé(s)"
2884;"EPHEDRINE 30 mg/10 mL RENAUDIN, sol inj, amp";"EPHEDRINE";"mL";"millilitre(s)"
2044;"DECORENONE 50 mg, gélule";"UBIDECARENONE";"gel";"gélule(s)"
311;"ALDOMET 250 mg, cpr";"METHYLDOPA (RACEMIQUE)";"cpr";"comprimé(s)"
3460;"HYPERIUM 1 mg, cpr";"RILMENIDINE";"cpr";"comprimé(s)"
1859;"MOLSIDOMINE 2 mg BIOGARAN, cpr séc";"MOLSIDOMINE";"cpr";"comprimé(s)"
1860;"MOLSIDOMINE 4 mg BIOGARAN, cpr";"MOLSIDOMINE";"cpr";"comprimé(s)"
3471;"NICORANDIL 10 mg EG, cpr séc";"NICORANDIL";"cpr";"comprimé(s)"
5098;"ALPROSTADIL 0.5 mg/1 mL INTSEL CHIMOS, sol à diluer pr perf, amp";"ALPROSTADIL";"amp";"ampoule(s)"
2197;"DOPAMINE 50 mg/10 mL VIATRIS, sol pr perf, amp";"DOPAMINE";"amp";"ampoule(s)"
13153;"PHENYLEPHRINE 500 ug/10 mL AGUETTANT, sol inj, srg";"PHENYLEPHRINE";"ser_prr";"seringue(s) pré-remplie(s)"
30562;"PHENYLEPHRINE 500 ug/10 mL RENAUDIN, sol inj, amp";"PHENYLEPHRINE";"amp";"ampoule(s)"
2180;"DOBUTAMINE 250 mg/20 mL HIKMA, sol à diluer pr perf, flac";"DOBUTAMINE";"flac";"flacon(s)"
3395;"MIDODRINE 2.5 mg ARROW, cpr";"MIDODRINE";"cpr";"comprimé(s)"
71;"ADRENALINE 5 mg/5 mL ss sulfites AGUETTANT, sol inj, amp";"EPINEPHRINE";"amp";"ampoule(s)"
70;"ADRENALINE 1 mg/1 mL AGUETTANT, sol inj, amp";"EPINEPHRINE";"amp";"ampoule(s)"
69;"ADRENALINE 0.25 mg/1 mL RENAUDIN, sol inj, amp";"EPINEPHRINE";"amp";"ampoule(s)"
8451;"ANAPEN 300 ug/0.3 mL, sol inj, srg";"EPINEPHRINE";"ser";"seringue(s)"
30520;"ANAPEN 150 ug/0.3 mL, sol inj, srg";"EPINEPHRINE";"mL";"millilitre(s)"
12202;"MILRINONE 10 mg/10 mL STRAGEN, sol inj, amp";"MILRINONE";"amp";"ampoule(s)"
2103;"DISCOTRINE 5 mg/24 h, dispositif transdermique";"TRINITRINE";"dtd";"dispositif(s) transdermique(s)"
2104;"DISCOTRINE 10 mg/24 h, dispositif transdermique";"TRINITRINE";"dtd";"dispositif(s) transdermique(s)"
2105;"DISCOTRINE 15 mg/24 h, dispositif transdermique";"TRINITRINE";"dtd";"dispositif(s) transdermique(s)"
4177;"NATISPRAY 0.3 mg/dose, sol pr pulv buccale, flac 18 mL";"TRINITRINE";"flac_pulv";"flacon(s) pulvérisateur"
4242;"NITRONAL 10 mg/10 mL, sol pr perf, amp";"TRINITRINE";"amp";"ampoule(s)"
15548;"NATISPRAY 0.15 mg/dose, sol pr pulv buccale, flac 13.5 mL";"TRINITRINE";"dose";"dose(s)"
5292;"ISOSORBIDE 10 mg/10 mL MEDISOL, sol inj, amp";"ISOSORBIDE DINITRATE";"amp";"ampoule(s)"
5421;"SERECOR 300 mg, gélule à libération prolongée";"QUINIDINE";"gel";"gélule(s)"
5352;"RYTHMODAN LP 250 mg, cpr à libération prolongée";"DISOPYRAMIDE";"cpr";"comprimé(s)"
14072;"GILURYTMAL 50 mg/10 mL, sol inj, amp";"AJMALINE";"amp";"ampoule(s)"
7568;"XYLOCARD 100 mg/5 mL, sol inj, amp";"LIDOCAINE";"amp";"ampoule(s)"
5353;"RYTHMOL 300 mg, cpr séc";"PROPAFENONE";"cpr";"comprimé(s)"
3074;"FLECAINE 150 mg/15 mL, sol inj, amp";"FLECAINIDE";"amp";"ampoule(s)"
3075;"FLECAINIDE 100 mg ARROW LAB, cpr séc";"FLECAINIDE";"cpr";"comprimé(s)"
3076;"FLECAINE LP 200 mg, gélule à libération prolongée";"FLECAINIDE";"gel";"gélule(s)"
9090;"FLECAINE LP 100 mg, gélule à libération prolongée";"FLECAINIDE";"gel";"gélule(s)"
9654;"FLECAINE LP 50 mg, gélule à libération prolongée";"FLECAINIDE";"gel";"gélule(s)"
16772;"FLECAINE LP 150 mg, gélule à libération prolongée";"FLECAINIDE";"gel";"gélule(s)"
1847;"CORDARONE 150 mg/3 mL, sol inj, IV, amp";"AMIODARONE";"amp";"ampoule(s)"
1848;"AMIODARONE 200 mg ARROW LAB, cpr séc";"AMIODARONE";"cpr";"comprimé(s)"
3712;"ISOPRENALINE CHLORHYDRATE 0.2 mg/1 mL TILLOMED, sol inj ou pr perf, flac";"ISOPRENALINE";"amp";"ampoule(s)"
4247;"NORADRENALINE 8 mg/4 mL ss conserv RENAUDIN, sol à diluer pr perf, amp";"NOREPINEPHRINE";"amp";"ampoule(s)"
29526;"ARGININE CHLORHYDRATE 21% (4,2g/20ml) AMP INJ IV L ARGININE BA";"ARGININE CHLORHYDRATE";"amp";"ampoule(s)"
35368;"ARGININE CHLORHYDRATE 6.25% 25G/400ML FL INJ IV PERF";"ARGININE CHLORHYDRATE";"amp";"ampoule(s)"
35302;"VITALIPIDE, ad, émulsion inj pr perf, amp 10 mL";"VITAMINES";"amp";"ampoule(s)"
31659;"VITALIPIDE, enf, émulsion inj pr perf, amp 10 mL";"VITAMINES";"amp";"ampoule(s)"
1449;"CERNEVIT, pdr pr sol inj ou pr perf";"VITAMINES";"flac";"flacon(s)"
2245;"PHYSIONEAL 40 GLUCOSE 1.36% (RCB5260G), sol pr dial périto, poche double LUER 2 L";"SOLUTIONS HYPERTONIQUES";"poche";"poche(s)"
5417;"SELENIUM 100 ug/10 mL AGUETTANT, sol à diluer pr perf, flac";"ADDITIFS POUR SOLUTIONS INTRAVEINEUSES";"flac";"flacon(s)"
13751;"PHOCYTAN 0.66 mmol/mL, sol à diluer pr perf, amp 10 mL";"ADDITIFS POUR SOLUTIONS INTRAVEINEUSES";"amp";"ampoule(s)"
30713;"SODIUM BICARBONATE 4.2% RENAUDIN, sol inj, amp 10 mL";"SODIUM BICARBONATE";"amp";"ampoule(s)"
5536;"SODIUM BICARBONATE 4.2% B BRAUN, sol pr perf, flac 250 mL";"SODIUM BICARBONATE";"flac";"flacon(s)"
5539;"SODIUM BICARBONATE 8.4% B BRAUN, sol pr perf, flac 250 mL";"SODIUM BICARBONATE";"flac";"flacon(s)"
5538;"SODIUM BICARBONATE 8.4% RENAUDIN, sol inj, amp 10 mL";"SODIUM BICARBONATE";"amp";"ampoule(s)"
35744;"SODIUM BICARBONATE 1.4% LAVOISIER, sol pr perf, amp 10 mL";"SODIUM BICARBONATE";"amp";"ampoule(s)"
